"Code","Name","Sector","Source"
"RAFI","PT Sari Kreasi Boga Tbk","Consumer Discretionary","stockanalysis:company"
"RAJA","PT Rukun Raharja Tbk","Utilities","stockanalysis:company"
"RALS","PT Ramayana Lestari Sentosa Tbk","Consumer Discretionary","stockanalysis:company"
"RANC","PT Supra Boga Lestari Tbk","Consumer Staples","stockanalysis:company"
"RATU","PT Raharja Energi Cepu Tbk","Energy","stockanalysis:company"
"RBMS","PT Ristia Bintang Mahkotasejati Tbk","Real Estate","stockanalysis:company"
"RCCC","PT Utama Radar Cahaya Tbk","Industrials","stockanalysis:company"
"RDTX","PT Roda Vivatex Tbk","Real Estate","stockanalysis:company"
"REAL","PT Repower Asia Indonesia Tbk","Real Estate","stockanalysis:company"
"RELF","PT Graha Mitra Asia Tbk","Real Estate","stockanalysis:company"
"RELI","PT Reliance Sekuritas Indonesia Tbk","Financials","stockanalysis:company"
"RGAS","PT Kian Santang Muliatama Tbk","Energy","stockanalysis:company"
"RICY","PT Ricky Putra Globalindo Tbk","Consumer Discretionary","stockanalysis:company"
"RIGS","PT Rig Tenders Indonesia Tbk","Industrials","stockanalysis:company"
"RISE","PT Jaya Sukses Makmur Sentosa Tbk","Real Estate","stockanalysis:company"
"RLCO","PT Abadi Lestari Indonesia Tbk","Consumer Staples","stockanalysis:company"
"RMKE","PT RMK Energy Tbk","Energy","stockanalysis:company"
"RMKO","PT Royaltama Mulia Kontraktorindo Tbk","Energy","stockanalysis:company"
"ROCK","PT Rockfields Properti Indonesia Tbk.","Real Estate","stockanalysis:company"
"RODA","PT Pikko Land Development Tbk","Real Estate","stockanalysis:company"
"RONY","PT Aesler Grup Internasional Tbk","Industrials","stockanalysis:company"
"ROTI","PT Nippon Indosari Corpindo Tbk","Consumer Staples","stockanalysis:company"
"RSCH","PT Charlie Hospital Semarang Tbk","Healthcare","stockanalysis:company"
"RSGK","PT Kedoya Adyaraya Tbk","Healthcare","stockanalysis:company"
"RUIS","PT Radiant Utama Interinsco Tbk","Energy","stockanalysis:company"
"RUNS","PT Global Sukses Solusi Tbk","Technology","stockanalysis:company"
"SAFE","PT Steady Safe Tbk","Industrials","stockanalysis:company"
"SAGE","PT Saptausaha Gemilangindah Tbk","Real Estate","stockanalysis:company"
"SAME","PT Sarana Meditama Metropolitan Tbk","Healthcare","stockanalysis:company"
"SAMF","PT Saraswanti Anugerah Makmur, Tbk","Materials","stockanalysis:company"
"SAPX","PT Satria Antaran Prima Tbk","Industrials","stockanalysis:company"
"SATU","PT Kota Satu Properti Tbk","Real Estate","stockanalysis:company"
"SBMA","PT Surya Biru Murni Acetylene Tbk","Materials","stockanalysis:company"
"SCCO","PT Supreme Cable Manufacturing & Commerce Tbk","Industrials","stockanalysis:company"
"SCMA","PT Surya Citra Media Tbk","Communication Services","stockanalysis:company"
"SCNP","PT Selaras Citra Nusantara Perkasa Tbk","Technology","stockanalysis:company"
"SDMU","PT Sidomulyo Selaras Tbk","Industrials","stockanalysis:company"
"SDPC","PT Millennium Pharmacon International Tbk","Healthcare","stockanalysis:company"
"SDRA","PT Bank Woori Saudara Indonesia 1906 Tbk","Financials","stockanalysis:company"
"SEMA","PT Semacom Integrated Tbk","Industrials","stockanalysis:company"
"SFAN","PT Surya Fajar Capital Tbk","Financials","stockanalysis:company"
"SGER","PT Sumber Global Energy Tbk","Energy","stockanalysis:company"
"SGRO","PT Prime Agri Resources Tbk","Consumer Staples","stockanalysis:company"
"SHID","PT Hotel Sahid Jaya International Tbk","Consumer Discretionary","stockanalysis:company"
"SHIP","PT Sillo Maritime Perdana Tbk","Energy","stockanalysis:company"
"SICO","PT Sigma Energy Compressindo Tbk","Energy","stockanalysis:company"
"SIDO","PT Industri Jamu dan Farmasi Sido Muncul Tbk","Healthcare","stockanalysis:company"
"SILO","PT Siloam International Hospitals Tbk","Healthcare","stockanalysis:company"
"SIMP","PT Salim Ivomas Pratama Tbk","Consumer Staples","stockanalysis:company"
"SINI","PT Singaraja Putra Tbk","Materials","stockanalysis:company"
"SIPD","PT Sreeya Sewu Indonesia Tbk","Consumer Staples","stockanalysis:company"
"SKBM","PT Sekar Bumi Tbk","Consumer Staples","stockanalysis:company"
"SKLT","PT Sekar Laut Tbk","Consumer Staples","stockanalysis:company"
"SKRN","PT Superkrane Mitra Utama Tbk","Industrials","stockanalysis:company"
"SLIS","PT Gaya Abadi Sempurna Tbk","Technology","stockanalysis:company"
"SMAR","PT Sinar Mas Agro Resources and Technology Tbk","Consumer Staples","stockanalysis:company"
"SMBR","PT Semen Baturaja (Persero) Tbk","Materials","stockanalysis:company"
"SMCB","PT Solusi Bangun Indonesia Tbk","Materials","stockanalysis:company"
"SMDM","PT Suryamas Dutamakmur Tbk","Real Estate","stockanalysis:company"
"SMDR","PT Samudera Indonesia Tbk","Industrials","stockanalysis:company"
"SMGA","PT Sumber Mineral Global Abadi Tbk","Materials","stockanalysis:company"
"SMGR","PT Semen Indonesia (Persero) Tbk","Materials","stockanalysis:company"
"SMIL","PT Sarana Mitra Luas Tbk","Industrials","stockanalysis:company"
"SMKL","PT Satyamitra Kemas Lestari Tbk","Consumer Discretionary","stockanalysis:company"
"SMKM","PT Sumber Mas Konstruksi Tbk","Industrials","stockanalysis:company"
"SMLE","PT Sinergi Multi Lestarindo Tbk","Materials","stockanalysis:company"
"SMMA","PT Sinar Mas Multiartha Tbk","Financials","stockanalysis:company"
"SMMT","PT Golden Eagle Energy Tbk","Energy","stockanalysis:company"
"SMRA","PT Summarecon Agung Tbk","Real Estate","stockanalysis:company"
"SMSM","PT Selamat Sempurna Tbk","Consumer Discretionary","stockanalysis:company"
"SNLK","PT Sunter Lakeside Hotel Tbk","Consumer Discretionary","stockanalysis:company"
"SOCI","PT Soechi Lines Tbk","Industrials","stockanalysis:company"
"SOFA","PT Solusi Environment Asia Tbk","Utilities","stockanalysis:company"
"SOHO","PT Soho Global Health Tbk","Healthcare","stockanalysis:company"
"SOLA","PT Xolare RCR Energy TBK","Industrials","stockanalysis:company"
"SONA","PT Sona Topas Tourism Industry Tbk","Consumer Discretionary","stockanalysis:company"
"SOSS","PT Shield On Service Tbk","Industrials","stockanalysis:company"
"SOTS","PT Satria Mega Kencana Tbk","Consumer Discretionary","stockanalysis:company"
"SOUL","PT Mitra Tirta Buwana Tbk","Industrials","stockanalysis:company"
"SPMA","PT Suparma Tbk","Materials","stockanalysis:company"
"SPRE","PT Soraya Berjaya Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"SPTO","PT Surya Pertiwi Tbk","Consumer Discretionary","stockanalysis:company"
"SQMI","PT Wilton Makmur Indonesia Tbk.","Materials","stockanalysis:company"
"SRAJ","PT Sejahteraraya Anugrahjaya Tbk","Healthcare","stockanalysis:company"
"SRSN","PT Indo Acidatama Tbk","Materials","stockanalysis:company"
"SRTG","PT Saratoga Investama Sedaya Tbk","Financials","stockanalysis:company"
"SSIA","PT Surya Semesta Internusa Tbk","Industrials","stockanalysis:company"
"SSMS","PT Sawit Sumbermas Sarana Tbk.","Consumer Staples","stockanalysis:company"
"SSTM","PT Sunson Textile Manufacturer Tbk","Consumer Discretionary","stockanalysis:company"
"STAA","PT Sumber Tani Agung Resources Tbk","Consumer Staples","stockanalysis:company"
"STAR","PT Buana Artha Anugerah Tbk","Financials","stockanalysis:company"
"STRK","PT Lovina Beach Brewery Tbk","Consumer Staples","stockanalysis:company"
"STTP","PT Siantar Top Tbk","Consumer Staples","stockanalysis:company"
"SULI","PT SLJ Global Tbk","Materials","stockanalysis:company"
"SUNI","PT Sunindo Pratama Tbk","Energy","stockanalysis:company"
"SUPA","PT Super Bank Indonesia Tbk","Financials","stockanalysis:company"
"SUPR","PT Solusi Tunas Pratama Tbk","Real Estate","stockanalysis:company"
"SURE","PT Super Energy Tbk","Energy","stockanalysis:company"
"SURI","PT Maja Agung Latexindo Tbk","Healthcare","stockanalysis:company"
"SWAT","PT Sriwahana Adityakarta Tbk","Consumer Discretionary","stockanalysis:company"
"SWID","PT Saraswanti Indoland Development Tbk","Real Estate","stockanalysis:company"
"TALF","PT Tunas Alfin Tbk","Consumer Discretionary","stockanalysis:company"
"TAMA","PT Lancartama Sejati Tbk","Real Estate","stockanalysis:company"
"TAMU","PT Pelayaran Tamarin Samudra Tbk","Industrials","stockanalysis:company"
"TAPG","PT Triputra Agro Persada Tbk","Consumer Staples","stockanalysis:company"
"TARA","PT Agung Semesta Sejahtera Tbk","Real Estate","stockanalysis:company"
"TAXI","PT Express Transindo Utama Tbk","Industrials","stockanalysis:company"
"TAYS","PT Jaya Swarasa Agung Tbk","Consumer Staples","stockanalysis:company"
"TBIG","PT Tower Bersama Infrastructure Tbk","Communication Services","stockanalysis:company"
"TBLA","PT Tunas Baru Lampung Tbk","Consumer Staples","stockanalysis:company"
"TBMS","PT Tembaga Mulia Semanan Tbk","Industrials","stockanalysis:company"
"TCID","PT. Mandom Indonesia Tbk","Consumer Staples","stockanalysis:company"
"TCPI","PT Transcoal Pacific Tbk","Industrials","stockanalysis:company"
"TEBE","PT Dana Brata Luhur Tbk","Industrials","stockanalysis:company"
"TELE","PT Omni Inovasi Indonesia Tbk","Communication Services","stockanalysis:company"
"TFAS","PT Telefast Indonesia Tbk","Industrials","stockanalysis:company"
"TFCO","PT Tifico Fiber Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"TGKA","PT Tigaraksa Satria Tbk","Consumer Staples","stockanalysis:company"
"TGRA","PT. Terregra Asia Energy Tbk","Utilities","stockanalysis:company"
"TGUK","PT Platinum Wahab Nusantara Tbk","Consumer Staples","stockanalysis:company"
"TIFA","PT KDB Tifa Finance Tbk","Financials","stockanalysis:company"
"TINS","PT TIMAH Tbk","Materials","stockanalysis:company"
"TIRA","PT Tira Austenite Tbk","Industrials","stockanalysis:company"
"TIRT","PT Tirta Mahakam Resources Tbk","Materials","stockanalysis:company"
"TKIM","PT Pabrik Kertas Tjiwi Kimia Tbk","Materials","stockanalysis:company"
"TLDN","PT Teladan Prima Agro Tbk","Consumer Staples","stockanalysis:company"
"TLKM","Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk","Communication Services","stockanalysis:company"
"TMAS","PT Temas Tbk.","Industrials","stockanalysis:company"
"TMPO","PT Tempo Inti Media Tbk","Communication Services","stockanalysis:company"
"TNCA","PT Trimuda Nuansa Citra Tbk","Industrials","stockanalysis:company"
"TOBA","PT TBS Energi Utama Tbk","Energy","stockanalysis:company"
"TOOL","PT Rohartindo Nusantara Luas Tbk","Consumer Discretionary","stockanalysis:company"
"TOPS","PT Totalindo Eka Persada Tbk","Industrials","stockanalysis:company"
"TOSK","PT Topindo Solusi Komunika Tbk","Technology","stockanalysis:company"
"TOTL","PT Total Bangun Persada Tbk","Industrials","stockanalysis:company"
"TOTO","PT Surya Toto Indonesia Tbk","Industrials","stockanalysis:company"
"TOWR","PT Sarana Menara Nusantara Tbk.","Real Estate","stockanalysis:company"
"TPIA","PT Chandra Asri Pacific Tbk","Materials","stockanalysis:company"
"TPMA","PT Trans Power Marine Tbk","Industrials","stockanalysis:company"
"TRGU","PT Cerestar Indonesia Tbk","Consumer Staples","stockanalysis:company"
"TRIM","PT Trimegah Sekuritas Indonesia Tbk","Financials","stockanalysis:company"
"TRIN","PT Perintis Triniti Properti Tbk","Real Estate","stockanalysis:company"
"TRIS","PT Trisula International Tbk","Consumer Discretionary","stockanalysis:company"
"TRJA","PT Transkon Jaya Tbk","Industrials","stockanalysis:company"
"TRON","PT Teknologi Karya Digital Nusa Tbk","Technology","stockanalysis:company"
"TRST","PT Trias Sentosa Tbk","Consumer Discretionary","stockanalysis:company"
"TRUE","PT Triniti Dinamik Tbk","Real Estate","stockanalysis:company"
"TRUK","PT Guna Timur Raya Tbk","Industrials","stockanalysis:company"
"TRUS","PT Trust Finance Indonesia Tbk","Financials","stockanalysis:company"
"TSPC","PT Tempo Scan Pacific Tbk","Industrials","stockanalysis:company"
"TUGU","PT Asuransi Tugu Pratama Indonesia Tbk","Financials","stockanalysis:company"
"TYRE","PT King Tire Indonesia Tbk","Consumer Discretionary","stockanalysis:company"
"UANG","PT Pakuan Tbk","Consumer Discretionary","stockanalysis:company"
"UCID","PT Uni-Charm Indonesia Tbk","Consumer Staples","stockanalysis:company"
"UDNG","PT Agro Bahari Nusantara Tbk","Consumer Staples","stockanalysis:company"
"UFOE","PT Damai Sejahtera Abadi Tbk","Consumer Discretionary","stockanalysis:company"
"ULTJ","PT Ultrajaya Milk Industry & Trading Company Tbk","Consumer Staples","stockanalysis:company"
"UNIC","PT Unggul Indah Cahaya Tbk","Materials","stockanalysis:company"
"UNIQ","PT Ulima Nitra Tbk","Energy","stockanalysis:company"
"UNSP","PT Bakrie Sumatera Plantations Tbk","Consumer Staples","stockanalysis:company"
"UNTD","PT Terang Dunia Internusa Tbk","Consumer Discretionary","stockanalysis:company"
"UNTR","PT United Tractors Tbk","Materials","stockanalysis:company"
"UNVR","PT Unilever Indonesia Tbk","Consumer Staples","stockanalysis:company"
"URBN","PT Urban Jakarta Propertindo Tbk.","Real Estate","stockanalysis:company"
"UVCR","PT Trimegah Karya Pratama Tbk","Technology","stockanalysis:company"
"VAST","PT Vastland Indonesia Tbk","Real Estate","stockanalysis:company"
"VERN","PT Verona Indah Pictures Tbk","Communication Services","stockanalysis:company"
"VICI","PT Victoria Care Indonesia Tbk","Consumer Staples","stockanalysis:company"
"VICO","PT Victoria Investama Tbk","Financials","stockanalysis:company"
"VINS","PT Victoria Insurance Tbk","Financials","stockanalysis:company"
"VISI","PT Satu Visi Putra Tbk","Industrials","stockanalysis:company"
"VIVA","PT Visi Media Asia Tbk","Communication Services","stockanalysis:company"
"VKTR","PT VKTR Teknologi Mobilitas Tbk","Consumer Discretionary","stockanalysis:company"
"VOKS","PT Voksel Electric Tbk","Industrials","stockanalysis:company"
"VRNA","PT Mizuho Leasing Indonesia Tbk","Financials","stockanalysis:company"
"VTNY","PT Venteny Fortuna International Tbk","Industrials","stockanalysis:company"
"WAPO","PT Wahana Pronatural Tbk","Consumer Staples","stockanalysis:company"
"WBSA","PT BSA Logistics Indonesia Tbk","Industrials","stockanalysis:company"
"WEGE","PT Wijaya Karya Bangunan Gedung Tbk","Industrials","stockanalysis:company"
"WEHA","PT WEHA Transportasi Indonesia Tbk","Industrials","stockanalysis:company"
"WGSH","PT Wira Global Solusi Tbk","Technology","stockanalysis:company"
"WICO","Pt Wicaksana Overseas International Tbk","Consumer Staples","stockanalysis:company"
"WIDI","PT Widiant Jaya Krenindo Tbk","Industrials","stockanalysis:company"
"WIFI","PT Solusi Sinergi Digital Tbk","Technology","stockanalysis:company"
"WIIM","PT Wismilak Inti Makmur Tbk","Consumer Staples","stockanalysis:company"
"WIKA","PT Wijaya Karya (Persero) Tbk","Industrials","stockanalysis:company"
"WINE","PT HATTEN BALI Tbk","Consumer Staples","stockanalysis:company"
"WINR","PT Winner Nusantara Jaya Tbk","Real Estate","stockanalysis:company"
"WINS","PT Wintermar Offshore Marine Tbk","Industrials","stockanalysis:company"
"WIRG","PT WIR ASIA Tbk","Technology","stockanalysis:company"
"WMPP","PT Widodo Makmur Perkasa Tbk","Industrials","stockanalysis:company"
"WMUU","PT Widodo Makmur Unggas Tbk","Consumer Staples","stockanalysis:company"
"WOMF","PT Wahana Ottomitra Multiartha Tbk","Financials","stockanalysis:company"
"WOOD","PT Integra Indocabinet Tbk","Consumer Discretionary","stockanalysis:company"
"WOWS","PT Ginting Jaya Energi Tbk","Energy","stockanalysis:company"
"WSBP","PT Waskita Beton Precast Tbk","Materials","stockanalysis:company"
"WTON","PT Wijaya Karya Beton Tbk","Materials","stockanalysis:company"
"XCIS","DIRE Ciptadana Properti Ritel Indonesia","Unclassified","unclassified"
"YELO","PT Yelooo Integra Datanet Tbk","Consumer Discretionary","stockanalysis:company"
"YOII","PT Asuransi Digital Bersama TBK","Financials","stockanalysis:company"
"YPAS","PT Yanaprima Hastapersada Tbk","Consumer Discretionary","stockanalysis:company"
"YULE","PT Yulie Sekuritas Indonesia Tbk","Financials","stockanalysis:company"
"YUPI","PT Yupi Indo Jelly Gum Tbk","Consumer Staples","stockanalysis:company"
"ZATA","PT Bersama Zatta Jaya Tbk","Consumer Discretionary","stockanalysis:company"
"ZBRA","PT Dosni Roha Indonesia Tbk","Healthcare","stockanalysis:company"
"ZINC","PT Kapuas Prima Coal Tbk","Materials","stockanalysis:company"
"ZONE","PT Mega Perintis Tbk","Consumer Discretionary","stockanalysis:company"
"ZYRX","PT Zyrexindo Mandiri Buana Tbk","Technology","stockanalysis:company"
